,accepts_apple_pay,accepts_bitcoin,accepts_credit_cards,accepts_google_pay,alcohol,ambience,attire,best_nights,bike_parking,caters,coat_check,date,delivery,dogs_allowed,gender_neutral_restrooms,good_for,good_for_dancing,good_for_groups,good_for_kids,happy_hour,has_dairy-free_options,has_gluten-free_options,has_pool_table,has_soy-free_options,has_tv,liked_by_vegans,liked_by_vegetarians,noise_level,outdoor_seating,parking,price_range,rating,review,smoking,take-out,takes_reservations,waiter_service,wheelchair_accessible,wi-fi
241,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,5/23/2017,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,2.0,"Pretty bad service. I went here with a coworker of mine for our lunch break, we work 2 minutes walking from the this place so we decided to try it. We used up our entire hour here and only spent about 10 minutes of it actually eating our food. Temperature of the food was luke warm.",,Yes,No,Yes,Yes,No
242,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,11/28/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Love this place! Unique and traditional dishes you won't find anywhere else in Salem. The space is clean and strip-mall like, not much on the side of ambiance but the food makes up for the atmosphere. Try the house special the first time, but try something new the next! You won't be disappointed.",,Yes,No,Yes,Yes,No
243,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/7/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,1.0,"I'm not sure how this place gets 5 stars but it probably doesn't even deserve one star. When we first got seated, the waiter took forever to get our drinks. The fried rice tasted old and gross, not even edible! The Happy Bibim Bap Iordered had no flavor and the Teriyaki chicken barely had any meat. After we left, we went home with stomach aches. I would not recommend this place!",,Yes,No,Yes,Yes,No
244,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/18/2017,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,One of my favorite places to eat. I always order the Chicken Dolsot. The only complaints that I have are that the servers are horrible and the space is too small.,,Yes,No,Yes,Yes,No
245,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,1/31/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,service was a bit slow but I would forget it since the food we had for lunch was awesome!!we were in salem for a day and were looking for a good place to eat when yelp ratings suggested this place.. i had the spicy tofu soup with seafood (cant pronounce its name I guess it was so doon or sth like that) and my husband had the bibimbap (both from their lunch special menu)I LOVED the soup! one of the best korean soups I ever had.. my husband liked his bibimbap too.. will surely come back if we are in salem again...,,Yes,No,Yes,Yes,No
246,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/17/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,1.0,Just nasty and tasteless... People here have no taste buds!. This coming from a person who was born and raised from the Bay.,,Yes,No,Yes,Yes,No
247,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/2/2014,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,3.0,"The staff is delightful. 2.5 stars (I wish yelp had 1/2 stars!!).Some of the food was tasty (tuna sushi), some of it not so much (the ""bowl"" with the fried egg on top - just meh), and some was just ""interesting"", ha ha.Glad I tried it, a nice little experience. Might go again, try something different.",,Yes,No,Yes,Yes,No
248,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,10/4/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,I was so hungry and the Monday special looked so good I forgot to take a photo.  My husband was trying the chopsticks for awhile when the owner walked up and handed him a fork.  He was very grateful.  Great food.  Fresh ingredients.  Great service.  We wlll return with so many dishes to try.,,Yes,No,Yes,Yes,No
249,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,1/7/2017,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"They have some of the best food in Salem! Every time I go, I am greeted and served with warmth. I've had noting but good service. The food itself is subtle in flavor, but delicious. The last time my partner and I stopped in, they gave us a 10% discount just as a friendly gesture. Speaking of prices, the items are priced more than fairly for the quality and quantity you get (I estimate $8-$13 depending on the dish). It's a must if you enjoy Asian cuisine.",,Yes,No,Yes,Yes,No
250,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/1/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,1.0,I'm going to be a minority but I just don't get what all the hype is about. Sure the stone bowl is cool and presentation is nice but at the end of the day your paying for overpriced fried rice that is bland.,,Yes,No,Yes,Yes,No
251,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/16/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Insane deals, and great flavor. The stone bibimbap meal is huge and comes with tons of free side dishes ( ban chan) the owner never stopped smiling at us, and came to check on how we were doing. This place also closes down one afternoon to serve the local homeless population. How awesome is that? I felt great spending my money on quality food, and also supporting the community. This is my new must stop place for lunch when I am in Salem.",,Yes,No,Yes,Yes,No
252,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,5/21/2017,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,4.0,"Excellent Korean. It gets packed quick so get there early. Service was wonderful, with owner present its got a real personal touch. Can't go wrong with anything on the menu.",,Yes,No,Yes,Yes,No
253,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/23/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,4.0,"stopped by this place heading to salem from portland. not bad, but i've had better (not counting the ones i've had in so cal) in the state of washington. i ordered take out and while i was waiting the korean lady gave me some oranges to eat. very nice gesture on an incredibly hot day.i ordered 2 entrees. i ordered the dol sot bibimbap with bulgogi, which came already mixed. the regular bibimbap is not mixed and uses some generic beef, not bulgogi. i opted to pay the few extra dollars. they forgot the fried egg. how can you make a bibimbap without the egg. i also ordered the galbi combo that came with 4 california rolls and the salad. the beef was very average and the rolls were below average. if i come back here again, i won't get the combos.",,Yes,No,Yes,Yes,No
254,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/24/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,4.0,"Bibim Bap House offers solid Korean dishes at a good price, served with generous hospitality. I came here with a group, but they decided to go elsewhere. I decided to stay on. The three free banchan they brought me consisted of kimchi, cucumbers, and green beens. The kimchi was the best of the three--sour and spicy, but still something I wouldn't hesitate to give to someone curious about kimchi but lacking in experience. The cucumbers, described as ""spicy,"" were more sweet and tangy than hot, but still pretty good. The green beans were fairly bland, and I'm not sure with what they were seasoned. In addition to a small platter of banchan, I was brought a small scallion pancake on the house. I really appreciate such a gesture toward a stranger who stayed. The pancake was a little softer and eggier than its Cantonese equivalent, but still full of scallion-y goodness and well fried. I ordered the dolsot bibim bap with beef, per the owner's recommendation. It came out quickly, with a beautiful egg yolk sitting atop the pile of rice, vegetables, and meat sizzling in a hot stone bowl. The veggies were nicely marinated, and worked well with the other ingredients. The egg, meanwhile, give it a vital heartiness, though I did wish that there was a white with the yolk to stir in. Per the owner's recommendation, as I attacked the bowl, I made a point to scrape at the crispy rice clusters embedded throughout, which added a nice diversity of textures to the dish. The hot sauce they provided was restrained, but good--someone with little experience with Korean food wouldn't have too hard a time experimenting with it and determining how much to add. The meat was minced, rather than the slices I was expecting. It was fine, though I wished that there was more of it. That said, I certainly didn't lack for food at Bibim Bap House. The rice did a good job at absorbing all the other flavors in the dish, and was cooked just the right amount.At the end of my meal, I was brought half of a small orange, cut into two segments and separated from the peel. Bedecked with a cocktail umbrella, it was decidedly silly, but still a nice touch for the end of a meal.I noticed that they have $5 lunch special deals every day of the week. I was feeling like more than the fried rice featured as the Thursday special, and didn't regret the $8.95 I spent on the dolsot bibim bap, but if you're trying to really stretch your dollar, Bibim Bap House seems like a pretty good idea. Two of my coworkers, both of whom went to school in Salem, attested to this fact.Overall, I'd say that the food at Bibim Bap House was tasty and plentiful. Come here if you're hungry, the way I was this afternoon.",,Yes,No,Yes,Yes,No
255,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/28/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,4.0,Good food when I'm craving Bibimbap.  Jajangmyeon is good also. The little appetizers that they serve before your order  is a plus!,,Yes,No,Yes,Yes,No
256,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/13/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,4.0,"I was stoked to find a Korean restaurant in close proximity to where I'll be training on and off for about 5 weeks. It's a small establishment and didn't seem very busy, which was a huge plus for me because it meant I didn't have to wait long to get my food. So far, I've tried the bibimbap and the jjajang myun. For under $10, you get enough food for dinner and a late night snack. What I miss about being in Korea is the huge spread of side dishes. You won't get that here, but you get a good variety. When I ordered the bibimbap, I got some cabbage kimchi, two pieces of vegetable pancake, braised/glazed potatoes, and pickled radish. The sauce I had with my bibimbap was not quite enough and was more sweet than spicy. If I was actually eating it in the restaurant, I'd have chosen to have the bibimbap in the hot stone bowl because I love the crust you get on the rice and the crackle just adds something to the experience. I keep saying I need to purchase one of those bowls for myself. I'm not sure how well they'll do with an electric stove, though! With my jjajang myun, I was hoping I'd get some yellow pickled radish, but instead, I received two pieces of vegetable pancake, bean sprouts, cucumber kimchi, and cabbage kimchi.As I was waiting to receive my jja jang myun this evening, an employee brought out a complimentary plate of oranges that were decorated with those little paper umbrellas. They weren't for me, but the children seated at the table next to me were pretty excited about it.  While we tend to eat pies, cakes, pastries, and ice cream for dessert here in the U.S., Koreans serve fruit. During my childhood, my aunts would serve tomatoes and we'd dip them in sugar. The restaurant's gesture brought back some fond memories.The owners are Christian and the decor reflects that. Both times, the container my vegetable pancakes came in quoted from 1 Thessalonians 5:16-18. The one time I caught a glimpse of whom I assume was the owner, she flashed me a huge smile. I don't know why, but after living in the states for so long, I feel weird speaking Korean to strangers. I just smiled back.I'm just happy to have a taste of home while I'm traveling. Now to find a good source for Korean rice cakes...",,Yes,No,Yes,Yes,No
257,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,10/3/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"The food always great,  fresh and hot. May favorite place.  I used to come once ever couple of weeks or so,  bit now I come once a week since June.",,Yes,No,Yes,Yes,No
258,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,5/8/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Great food and great people.  Service first.  Fantastic!  My wife and I were visiting Salem from Bend.  We strolled into the restaurant on Saturday night at 8:57pm, they close at 9:00pm.  Most restaurants would have turned us away but not at Bibim.  They were very welcoming and accommodating.  While we were eating, a transient came in around 9:30 or so and instead of booting him out they gave him a soda and he went on his way.  As for the food, AMAZING!  We got the Bi Bim Bop in the stone bowl and the #1.  We were also given a complimentary side dish, a pie shaped something or another.  The kimchi was outstanding as was the pickled cucumber.  If we get back to Salem, this will definitely be on our list of places to visit.",,Yes,No,Yes,Yes,No
259,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,9/15/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"I'm a Willamette Student from Hawai'i, and this is my favorite restaurant in Salem. The restaurant is cute and cozy and the owner is so kind and sweet. Not only is the food fresh and delicious, but this place reminds me of home. I honestly eat here almost every weekend. I recommend the Dol Sot Bibimbap, it's my favorite thing on the menu. I visited South Korea a few years ago and the food here is just as great.",,Yes,No,Yes,Yes,No
260,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/14/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Absolutely fantastic. Haven't had bi bim bap that good in a long time. Excellent kim chi also. Cozy, welcoming environment and the service was perfect. I highly, highly recommend it and will go back every time I'm back in Salem... There's so much more of the menu to explore!",,Yes,No,Yes,Yes,No
261,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,11/12/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,This place is legit. So delicious. I got the soup (the typical one) which is amazing and my boy friend got the ramen which was also really good. I don't live in Salem but try to make an effort to come here if I'm driving home from Portland. Do itttt,,Yes,No,Yes,Yes,No
262,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,5/15/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,1.0,What is this? NOT Korean food. I was hoping to not have to drive to Beaverton. Alas. My car hates this restaurant for fake out.,,Yes,No,Yes,Yes,No
263,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/29/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Absolutely in love! Such sweet staff and good food. We were greeted with a smile when we walked in! Clean, bright and they were very busy at the time. We were seated and taken care of in a a short amount of time everyone had a smile on their face! They brought us appetizers on the house along with all our food. The food was phenomenal! Great taste and texture! Will be back for sure!",,Yes,No,Yes,Yes,No
264,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/14/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,4.0,"The food is not excellent, the service is not outstanding. 4 Stars because it is hard to find a good Korean restaurant in Salem, and this place is at least better than others.",,Yes,No,Yes,Yes,No
265,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/28/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,4.0,"My 8 year old loved the kalbi ribs!! I had their spicy pork, which was ok, I should've ordered something else.",,Yes,No,Yes,Yes,No
266,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,4/30/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,We are from Wyoming headed to Lincoln city for a family vacation and needed a place to eat on the way! This was an amazing find! The food was outstanding! Everyone got different things and nothing was bad. I split the bibimbap and the kimchi jiggae with my husband. Both were amazing but we both agreed the kimchi was our favorite. Might be making another stop before we go home!,,Yes,No,Yes,Yes,No
267,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/1/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"My husband has tried to get me to go here for years and I have adamantly opposed it, due to a bad experience at a Korean restaurant in NYC. I finally gave in tonight and was pleasantly surprised. The restaurant is nice and clean, and everyone so nice. The food was really good as well. I highly recommend the Dae Ji Bul Go Gi under Korean BBQ.",,Yes,No,Yes,Yes,No
268,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/3/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Very flavorful food. Polite server and friendly owner. We were a party of 8. I don't recall what every had but the bulgogi was very flavorful. My husband had the Korean Ramen, I had number 18 a kimchi hot pot.",,Yes,No,Yes,Yes,No
269,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,4/17/2017,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,3.0,It tastes like really good food you would find at the fair. The people who own it get 5-stars and the prices are great. If judging just the food then it's 3-stars.,,Yes,No,Yes,Yes,No
270,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/15/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"I felt like I was back in Korea with the AMAZING food and service yesterday!! I've been craving Yook Gae Jang for over a year...it hit the spot...so much that I'll go back today. I'm so thankful to finally have a restaurant in Salem that cooks authentic Korean!! And getting to utilize my minimal Korean speaking skills is another plus!! If you want to try something new, this is the restaurant!! If you've missed Korean eats, this is the restaurant!!",,Yes,No,Yes,Yes,No
271,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,6/5/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Excellent food, excellent service, loved the free appetizers and the orange dessert! I had the bibimbap bowl and it was full of flavor and quite filling! Also the prices were very reasonable. Nothing else quite like it in Salem!",,Yes,No,Yes,Yes,No
272,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,9/24/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Service was amazing!  I'm not too familiar with the type of food they serve, but my husband and I were able to manage.  I appreciated the bit of food they gave us before we were served our meal.",,Yes,No,Yes,Yes,No
273,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,5/4/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"My husband and I stopped here on our drive from Mt. Hood to Eugene. It was a long drive and we were starving. We hate eating a the big chain restaurants so we were happy to find this spot using Yelp. The wait staff is friendly and the restaurant clean. We ordered the Dol Kot Bi Bim Bop and the Happy Bi Bim Bop along with a Seeweed salad and spicy tuna tempura roll. We got a scallion pancake and Kim Chee veggies that came with the meal. It was all so tasty and satisfying. If you're ever in Salem, it worth stopping by and it looks like its a great lunch spot.",,Yes,No,Yes,Yes,No
274,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/31/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,Not only was the food amazing but the service was outstanding! My husband and I go out a lot to try different places and it's not often you feel as welcome as a regular when it's your first time.,,Yes,No,Yes,Yes,No
275,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/7/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Bibimbap is AMAZING! Everything on the menu is a good choice and love that they serve complimentary scallion pancakes before the meal, the staff is so friendly and even helped us order!",,Yes,No,Yes,Yes,No
276,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/8/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Wonderful food, fantastic service. We had the kung pau chicken and the signature bibim bap in the stone bowl. The two combined was delicious. The settings are large enough that either one order can be split, or plan on having leftovers.  We'll be back again, for sure.",,Yes,No,Yes,Yes,No
277,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,5/28/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Stopped by this place while on a road trip, and the food was A-mazing!!!! Highly recommend!",,Yes,No,Yes,Yes,No
278,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/16/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"The service is always great even when theyre busy. The portions for the price are unbeatable too, I always end up with lunch for the next day when I go here. I havent had anything that was delicious and I really like that there are interesting menu items such as jellyfish for the more adventurous eaters.",,Yes,No,Yes,Yes,No
279,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/13/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Their kimchi was the highlight of my meal, which is saying something because the entire experience was fantastic. I'm happily surprised to discover that Salem can offer such a wonderful Korean restaurant.",,Yes,No,Yes,Yes,No
280,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,3/16/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,2.0,"I only give them a two because I loved everything except for the taste of the food. My wife and I were very disappointed by the flavorless overpriced oily selections, however, they are super super nice and great service, cute restaurant decor, and fast and hot food came out quickly. If only it tasted as good as it looked in the pictures. Unfortunately, after 4 bites each we had to offer it to our chickens.",,Yes,No,Yes,Yes,No
281,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,5/16/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,I am from SF. They've got the real deal here! Highly recommended and excellent service.,,Yes,No,Yes,Yes,No
282,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/11/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,Came here for early dinner and we had the bibimbap and the spicy tofu soup with pork. Service was excellent and food was good. Owner was very personable and made us feel welcome. Would definitely come here again.,,Yes,No,Yes,Yes,No
283,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,5/4/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,Friendly service and delicious food. Went with a group of girlfriends and enjoyed multiple dishes family style and loved every single one.,,Yes,No,Yes,Yes,No
284,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,5/12/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,4.0,I enjoy eating here for good and authentic Korean food. The owners and staff are very kind and welcoming and the food is good. It can get busy and you may wait a bit during those times. They cook better than my former outlaws!,,Yes,No,Yes,Yes,No
285,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,6/11/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,4.0,"This place is legit! My colleagues and I stumbled upon this gem following a pitch as we were looking for a lunch spot. Immediately upon entry I knew we had chosen well as I surveyed the authentic-looking dishes of patrons filling this little luncheonette-style establishment.The Banchan made a great first impression, especially the kimchi which was fantastic! So much so we asked for more. It's hard to find good kimchi even back in the NYC area, so I was thoroughly impressed and grateful to find it here. The starter of scallion pancakes with kimchi continued the trend. Honestly, these were better than my ex-mother-in-law used to make, and that's a tall order. Perhaps the best I've ever had.My colleague devoured his kimchi jigae which looked and smelled delish! Again, the kimchi is outstanding. The disappointment - relatively speaking - was my main dish of bul gogi. As with almost every Korean restaurant, the authentic flavors of this dish are compromised in favor of a sweetened down, sugary version. Based on the strength of the other selections, I expected more.We finished with the complimentary tangerine slices - absolutely perfect! I'm really hoping to win some business here so I can return again to this treasure!",,Yes,No,Yes,Yes,No
286,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,4/17/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,Best Korean food with a large selection of the classics. You won't find better Korean food near Salem this is the spot. They are always busy and offer cold beer and quality food with equally good service. They are popular in Salem with many great reviews on Yelp.,,Yes,No,Yes,Yes,No
287,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,8/20/2015,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"Best (only?) Korean restaurant in Salem! Authentic food and great prices. Hilary, the owner, is about the sweetest thing ever. We used to come here weekly when we lived in Salem. Now that I don't, I HAVE to come and eat until I hate myself every time I happen to be in town. Extensive menu. My husband and I always go for korean food, the kids love ordering sushi rolls. Some of my favorites--- Dol Sot Bibim Bap (their signature dish), Jab Chae (delicious sweet potato pasta, stir fried with beef &/or veggies), Nak Ji Bokeum (spicy octopus & vegetables), Korean Ramen, Gub Chang Jigae (a yummy spicy soup with beef intestines & vegetables -- the beef intestines are like meat noodles -- so good.) I honestly don't think I've ever had anything I didn't like here. You are always served some complimentary scallion pancake & numerous banchan (side) dishes before your meal comes. The banchan selections rotate, with one always being traditional kimchi. And they are always amazing. Meals are finished with half and orange.It does get busy at lunch time, so I would recommend coming on the earlier or later side, if possible. I don't recall dinner ever being as busy as lunch. This place has something for everyone, even people that might not be the most adventurous eaters. But to the unadventurous-- man, you guys are missing out on some good food!",,Yes,No,Yes,Yes,No
288,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,4/19/2017,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"What's not to like about Happy Bibim Bap House??  Food is amazingly diverse, tasty and inexpensive, service is quick and friendly, ambience is uncluttered. And they are charitably involved with providing meals for the homeless on Mondays.",,Yes,No,Yes,Yes,No
289,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,7/14/2016,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,"The best Korean food in town! Not only does this restaurant serve outstanding Korean food, they have other types of Asian food too: Chinese and Japanese. Today I ordered the Sol Dot Bibimbap which is a sizzling stone pot with rice and topped with seasoned vegetables, meat (beef, pork, or chicken), and garnished with a raw egg that will cook when you mix everything together in the stone pot. Bibimbap means mixed rice, so when I was served, I topped my dish with the sauce and mixed everything together. The flavor is unmatched and the dish is so filling! If you're like me and love your food hot throughout the entire meal... Then this dish is for you. But even before our food came out, we were treated to traditional Korean ban chan- side dishes. Ours came with house made dishes like Kimchee, fish cake and broccoli, soy sauce potato, and cucumber. We were also served two slices of their house scallion pancake which was delicious! I've had really oily and tasteless scallion pancakes before and this was far from those. The service was very welcoming and authentic. They wish only the best for their customers and it shows in their quality and service. Also, if you go for dinner (2-9pm) Monday through Friday, you'll get 10% off of your meal!",,Yes,No,Yes,Yes,No
290,No,No,Yes,No,Beer & Wine Only,Casual,Casual,,Yes,Yes,,3/17/2017,No,No,,"Lunch, Dinner",,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Average,Yes,Street,$11-30,5.0,Excellent little Korean restaurant with a homelike atmosphere. Great food and great service. This place has been voted best restaurant three years in a row. And on Mondays they close early to feed the homeless downtown.. good people!,,Yes,No,Yes,Yes,No
